internal_id,aum_date,aum,contributions,active_members,deferred_members,created_at
MBQHK,2023-12-31,51488492.4,5232,5917,5123,2024-02-20 21:10:35.136116
1BGY0,2023-12-31,77549470.2,1349,295,9865,2024-02-20 21:10:35.136116
DESVO,2023-12-31,7557245.1,4781,2155,533,2024-02-20 21:10:35.136116
WX82Z,2023-12-31,19400967,2858,8018,2089,2024-02-20 21:10:35.136116
0MDF4,2023-12-31,68689329.3,1844,3075,8399,2024-02-20 21:10:35.136116
QJ8EI,2023-12-31,28827288.9,8396,7931,6688,2024-02-20 21:10:35.136116
5TF7X,2023-12-31,55430346.6,7150,244,5338,2024-02-20 21:10:35.136116
YNUL4,2023-12-31,45868857.3,3680,8298,8788,2024-02-20 21:10:35.136116
MMTXE,2023-12-31,3002268.6,2865,3832,5914,2024-02-20 21:10:35.136116
8JJ9U,2023-12-31,20933270.1,8250,1244,6785,2024-02-20 21:10:35.136116
FLUU0,2023-12-31,60328516.5,8582,5071,9106,2024-02-20 21:10:35.136116
XP0U9,2023-12-31,26921626.2,5331,8862,6944,2024-02-20 21:10:35.136116
KVS5P,2023-12-31,5236301.7,9336,1768,6413,2024-02-20 21:10:35.136116
5JSFI,2023-12-31,7848606.6,2065,6840,7207,2024-02-20 21:10:35.136116
EYRFC,2023-12-31,87835878.9,1488,6118,477,2024-02-20 21:10:35.136116
GYVS2,2023-12-31,32680169.1,7976,668,4472,2024-02-20 21:10:35.136116
XHMMX,2023-12-31,40010876.1,6773,4584,89,2024-02-20 21:10:35.136116
QOLYP,2023-12-31,27793928.7,6124,981,5823,2024-02-20 21:10:35.136116
THKUB,2023-12-31,89292104.1,2523,7707,3821,2024-02-20 21:10:35.136116
CA431,2023-12-31,60499269.9,1570,1143,1277,2024-02-20 21:10:35.136116
ZELSD,2023-12-31,79010739.9,6109,8306,6693,2024-02-20 21:10:35.136116
3OWZD,2023-12-31,62990246.7,5839,1494,8604,2024-02-20 21:10:35.136116
TLAKW,2023-12-31,50938690.5,2775,8339,7822,2024-02-20 21:10:35.136116
OOPKG,2023-12-31,45733874.4,3022,9110,836,2024-02-20 21:10:35.136116
IWLSF,2023-12-31,47594743.2,4328,9756,7029,2024-02-20 21:10:35.136116
J7AM5,2023-12-31,81934096.5,9311,4882,3001,2024-02-20 21:10:35.136116
HAAA2,2023-12-31,1170193.5,9406,3123,613,2024-02-20 21:10:35.136116
RDCDP,2023-12-31,57505386.6,3919,5162,466,2024-02-20 21:10:35.136116
AZH2W,2023-12-31,7218606.6,1541,5054,8246,2024-02-20 21:10:35.136116
5P1BN,2023-12-31,48842641.8,6638,6322,1390,2024-02-20 21:10:35.136116
SNKOM,2023-12-31,78603301.8,9921,3769,1157,2024-02-20 21:10:35.136116
VIRDB,2023-12-31,11163616.2,4408,6294,3546,2024-02-20 21:10:35.136116
0WJWT,2023-12-31,37171121.4,1798,9820,9339,2024-02-20 21:10:35.136116
N0PPG,2023-12-31,78511561.2,2394,3695,9722,2024-02-20 21:10:35.136116
ADTOL,2023-12-31,43665777.9,8100,1324,80,2024-02-20 21:10:35.136116
PSFYP,2023-12-31,72163665.9,7414,7466,8531,2024-02-20 21:10:35.136116
WJ79T,2023-12-31,79835705.1,6848,3974,4647,2024-02-20 21:10:35.136116
5ZZ3V,2023-12-31,28766393.1,5710,9066,1276,2024-02-20 21:10:35.136116
W5ZRI,2023-12-31,73033277.4,6344,8799,4895,2024-02-20 21:10:35.136116
ZRU3X,2023-12-31,32100429.6,6330,2138,9752,2024-02-20 21:10:35.136116
RVMN4,2023-12-31,55145410.2,1964,9957,6399,2024-02-20 21:10:35.136116
2ASHP,2023-12-31,16735566.6,5080,260,3409,2024-02-20 21:10:35.136116
JGQAA,2023-12-31,65535618.6,8237,3931,2505,2024-02-20 21:10:35.136116
S4QDP,2023-12-31,24941380.5,1463,5385,3437,2024-02-20 21:10:35.136116
MPWHK,2023-12-31,77027293.8,6826,9613,1073,2024-02-20 21:10:35.136116
76TLZ,2023-12-31,59587171.2,7798,7473,4564,2024-02-20 21:10:35.136116
MBIBR,2023-12-31,26922537,8183,3379,9307,2024-02-20 21:10:35.136116
DTL75,2023-12-31,64551479.4,8981,1109,3128,2024-02-20 21:10:35.136116
2UQPR,2023-12-31,34515765.9,1151,9656,7732,2024-02-20 21:10:35.136116
RRYQX,2023-12-31,77461407.9,9143,3119,3457,2024-02-20 21:10:35.136116
KBMDU,2023-12-31,44204335.2,8295,6774,3981,2024-02-20 21:10:35.136116
XTRUY,2023-12-31,64126854,4010,8266,9043,2024-02-20 21:10:35.136116
WL5VV,2023-12-31,2057315.4,5935,9981,200,2024-02-20 21:10:35.136116
ETYIU,2023-12-31,31567958.1,8598,210,8177,2024-02-20 21:10:35.136116
CXYH0,2023-12-31,81157918.5,1707,3872,8322,2024-02-20 21:10:35.136116
VQZRK,2023-12-31,5687991,7173,7085,6799,2024-02-20 21:10:35.136116
T3B03,2023-12-31,43819954.2,7796,4172,8815,2024-02-20 21:10:35.136116
1AY2E,2023-12-31,1802616.3,6486,1468,5484,2024-02-20 21:10:35.136116
EDGVH,2023-12-31,15294417.3,3087,3194,2926,2024-02-20 21:10:35.136116
LEGED,2023-12-31,28802779.2,7718,4098,3636,2024-02-20 21:10:35.136116
PDIPM,2023-12-31,74619611.1,2012,989,7246,2024-02-20 21:10:35.136116
A7GTY,2023-12-31,29818270.8,2601,6830,7129,2024-02-20 21:10:35.136116
ZPFGD,2023-12-31,27334525.5,3295,6267,8870,2024-02-20 21:10:35.136116
8FYMY,2023-12-31,4112909.1,5284,3812,3135,2024-02-20 21:10:35.136116
S2J3G,2023-12-31,30418844.4,8986,2985,1972,2024-02-20 21:10:35.136116
IJTWL,2023-12-31,18171028.8,1555,7363,9689,2024-02-20 21:10:35.136116
QOZML,2023-12-31,70122804.3,7562,843,1249,2024-02-20 21:10:35.136116
CYYZ1,2023-12-31,38864930.4,8526,8467,9014,2024-02-20 21:10:35.136116
RNJNB,2023-12-31,81549531.9,8139,677,7143,2024-02-20 21:10:35.136116
CDZI0,2023-12-31,12409044.3,4130,133,3631,2024-02-20 21:10:35.136116
K6D8Q,2023-12-31,21271760.1,3457,3602,1405,2024-02-20 21:10:35.136116
EYSZM,2023-12-31,79507692.9,3722,3358,769,2024-02-20 21:10:35.136116
REF6Z,2023-12-31,25138846.8,3144,5574,2879,2024-02-20 21:10:35.136116
VTU2N,2023-12-31,85279624.2,2098,2222,7457,2024-02-20 21:10:35.136116
BXLEL,2023-12-31,51662911.5,2829,5978,7207,2024-02-20 21:10:35.136116
T2SUK,2023-12-31,51365640.6,9649,6510,1368,2024-02-20 21:10:35.136116
LQUNB,2023-12-31,49927259.7,3893,5812,2383,2024-02-20 21:10:35.136116
BL1TF,2023-12-31,61887853.8,7041,2417,1136,2024-02-20 21:10:35.136116
YVYJQ,2023-12-31,57791626.2,5257,9835,4837,2024-02-20 21:10:35.136116
GDXBJ,2023-12-31,82874586.6,7758,7924,111,2024-02-20 21:10:35.136116
G3UNP,2023-12-31,72603689.4,3489,3815,533,2024-02-20 21:10:35.136116
I8DTN,2023-12-31,38948753.7,8491,7853,7210,2024-02-20 21:10:35.136116
JNSUP,2023-12-31,20427339.6,5250,7008,4577,2024-02-20 21:10:35.136116
IYQXS,2023-12-31,69548286.6,4867,5028,8897,2024-02-20 21:10:35.136116
YEQKR,2023-12-31,87494995.8,9208,8183,7079,2024-02-20 21:10:35.136116
WHKGD,2023-12-31,50308406.1,8486,4303,6088,2024-02-20 21:10:35.136116
6RYVJ,2023-12-31,59831595.9,1714,9213,2677,2024-02-20 21:10:35.136116
TJLWB,2023-12-31,82700654.4,5805,1216,523,2024-02-20 21:10:35.136116
HZ8NO,2023-12-31,19243513.8,1871,1288,5946,2024-02-20 21:10:35.136116
TDAY3,2023-12-31,73451649.6,2074,7069,6801,2024-02-20 21:10:35.136116
VKLAX,2023-12-31,89078745.6,7006,7769,940,2024-02-20 21:10:35.136116
VSJIR,2023-12-31,73873805.4,9938,7177,3156,2024-02-20 21:10:35.136116
JJPGD,2023-12-31,77857854.3,7215,7976,4901,2024-02-20 21:10:35.136116
2WPOT,2023-12-31,40275963,8216,6410,4870,2024-02-20 21:10:35.136116
MSRJN,2023-12-31,4494588.3,1588,5407,1798,2024-02-20 21:10:35.136116
YTWPV,2023-12-31,4582532.7,5857,1614,8527,2024-02-20 21:10:35.136116
LTAZI,2023-12-31,48037384.8,7454,5964,6392,2024-02-20 21:10:35.136116
A7B7Y,2023-12-31,31633874.1,9420,4648,5208,2024-02-20 21:10:35.136116
JPJJD,2023-12-31,34364851.2,6416,7716,8715,2024-02-20 21:10:35.136116
XUORV,2023-12-31,57256776,6483,2434,1824,2024-02-20 21:10:35.136116
JDTA4,2023-12-31,45286634.7,3444,9935,5225,2024-02-20 21:10:35.136116
OCWCM,2023-12-31,54717430.5,7172,90,4265,2024-02-20 21:10:35.136116
QN15P,2023-12-31,7912232.1,1781,3001,1240,2024-02-20 21:10:35.136116
MQ7FH,2023-12-31,32991564.6,3196,3085,3848,2024-02-20 21:10:35.136116
EWSOY,2023-12-31,34663371.3,5972,827,4966,2024-02-20 21:10:35.136116
H2MZN,2023-12-31,14559608.7,8935,8061,1839,2024-02-20 21:10:35.136116
9CXV7,2023-12-31,83059002.9,8046,9896,562,2024-02-20 21:10:35.136116
QHNFZ,2023-12-31,82913290.2,5181,4461,3400,2024-02-20 21:10:35.136116
IZCV5,2023-12-31,50601205.8,7526,2876,4590,2024-02-20 21:10:35.136116
UQ8WF,2023-12-31,20727945,2704,5132,362,2024-02-20 21:10:35.136116
9R1VW,2023-12-31,15601266.9,6312,9400,5229,2024-02-20 21:10:35.136116
JGQS4,2023-12-31,76585274.1,6960,4288,8254,2024-02-20 21:10:35.136116
I7GT9,2023-12-31,40806160.2,6284,6721,4130,2024-02-20 21:10:35.136116
HZFIX,2023-12-31,38693232,5346,1870,650,2024-02-20 21:10:35.136116
SLGZN,2023-12-31,76643229.6,9091,8697,7198,2024-02-20 21:10:35.136116
SUPXY,2023-12-31,43202084.4,1773,9187,5713,2024-02-20 21:10:35.136116
R4LPE,2023-12-31,5771424.6,2677,7068,1907,2024-02-20 21:10:35.136116
3X0ID,2023-12-31,1106785.8,1257,2976,1299,2024-02-20 21:10:35.136116
M2W8A,2023-12-31,14748420.6,2282,4045,3224,2024-02-20 21:10:35.136116
XJHAJ,2023-12-31,79121487.6,9354,9377,7718,2024-02-20 21:10:35.136116
VEHAK,2023-12-31,51380310.6,1896,7285,3344,2024-02-20 21:10:35.136116
O5XNF,2023-12-31,2601103.5,8570,9653,727,2024-02-20 21:10:35.136116
81HVS,2023-12-31,86866019.1,7731,8372,987,2024-02-20 21:10:35.136116
1JAUD,2023-12-31,87853454.1,9635,103,4018,2024-02-20 21:10:35.136116
0ON8Z,2023-12-31,74640663,2494,1101,7937,2024-02-20 21:10:35.136116
USDVO,2023-12-31,76078252.8,8997,1850,7584,2024-02-20 21:10:35.136116
TN92T,2023-12-31,81750474.9,8979,627,9271,2024-02-20 21:10:35.136116
EXDBP,2023-12-31,5652173.7,5926,4389,2435,2024-02-20 21:10:35.136116
QFY7Y,2023-12-31,9888548.4,3406,6197,5603,2024-02-20 21:10:35.136116
ZBEQK,2023-12-31,86882749.2,2237,3316,7694,2024-02-20 21:10:35.136116
YGHJL,2023-12-31,47845397.7,5548,8820,408,2024-02-20 21:10:35.136116
EJYIM,2023-12-31,65595083.4,7032,7696,4485,2024-02-20 21:10:35.136116
MOLH9,2023-12-31,5904298.8,9688,3747,6871,2024-02-20 21:10:35.136116
NLIJI,2023-12-31,66726541.8,8169,5141,5434,2024-02-20 21:10:35.136116
RNZSU,2023-12-31,6693678,1369,9306,6127,2024-02-20 21:10:35.136116
H45B5,2023-12-31,8124464.7,3142,6739,1116,2024-02-20 21:10:35.136116
3KWXC,2023-12-31,13064319.9,5412,5810,1945,2024-02-20 21:10:35.136116
SD8U8,2023-12-31,18691506.9,8848,1046,3957,2024-02-20 21:10:35.136116
GNVNO,2023-12-31,38020115.7,8544,6990,1501,2024-02-20 21:10:35.136116
BDZ2K,2023-12-31,21717923.4,6134,6007,8565,2024-02-20 21:10:35.136116
N7CE9,2023-12-31,71763723,5613,6074,985,2024-02-20 21:10:35.136116
XQWMN,2023-12-31,74186383.5,7981,6060,9850,2024-02-20 21:10:35.136116
EL6FI,2023-12-31,69162725.7,6629,9018,6711,2024-02-20 21:10:35.136116
BS7CY,2023-12-31,49435509.6,7473,4383,5196,2024-02-20 21:10:35.136116
0LNIT,2023-12-31,36191684.7,1425,8441,9685,2024-02-20 21:10:35.136116
B34QA,2023-12-31,76640709.6,5794,7440,2253,2024-02-20 21:10:35.136116
J6D89,2023-12-31,18160290,3523,2128,7496,2024-02-20 21:10:35.136116
MPPYS,2023-12-31,47954303.1,8941,7029,8095,2024-02-20 21:10:35.136116
CORPT,2023-12-31,13041481.5,5668,4941,8928,2024-02-20 21:10:35.136116
ODEHH,2023-12-31,26959164.3,7094,8282,5730,2024-02-20 21:10:35.136116
KBMVZ,2023-12-31,73139505.3,8934,167,3014,2024-02-20 21:10:35.136116
L8KBK,2023-12-31,45415569.6,4636,7997,9059,2024-02-20 21:10:35.136116
52VVU,2023-12-31,8928317.7,4142,4499,6576,2024-02-20 21:10:35.136116
7RGTO,2023-12-31,316571.4,4551,2887,9482,2024-02-20 21:10:35.136116
GW5DS,2023-12-31,3363252.3,2810,2250,668,2024-02-20 21:10:35.136116
IRFSW,2023-12-31,13024975.5,9278,10,8775,2024-02-20 21:10:35.136116
GT6P7,2023-12-31,83236633.2,4702,2487,7464,2024-02-20 21:10:35.136116
4ALNE,2023-12-31,26601793.2,4064,4336,165,2024-02-20 21:10:35.136116
ZIBTC,2023-12-31,19830826.8,6131,8583,1497,2024-02-20 21:10:35.136116
QQ7IW,2023-12-31,5401980.9,6924,949,5106,2024-02-20 21:10:35.136116
CI718,2023-12-31,37808947.8,4501,3913,8410,2024-02-20 21:10:35.136116
TO2ZE,2023-12-31,78833949.3,1925,9973,9797,2024-02-20 21:10:35.136116
9KSQY,2023-12-31,73322703.9,2376,8781,8337,2024-02-20 21:10:35.136116
PMOZM,2023-12-31,6022341,9812,5794,1927,2024-02-20 21:10:35.136116
LYU9H,2023-12-31,41863105.8,4737,9752,8595,2024-02-20 21:10:35.136116
CPHQF,2023-12-31,43813806.3,6005,3411,4029,2024-02-20 21:10:35.136116
KUU8N,2023-12-31,14824376.1,5274,5645,1276,2024-02-20 21:10:35.136116
N1HHW,2023-12-31,38909692.8,4209,6505,6480,2024-02-20 21:10:35.136116
EFTLV,2023-12-31,83184039.9,9534,7862,4274,2024-02-20 21:10:35.136116
D0QMK,2023-12-31,9015148.8,3168,3863,8504,2024-02-20 21:10:35.136116
WLBTD,2023-12-31,24583929.3,7438,798,7075,2024-02-20 21:10:35.136116
4AUUX,2023-12-31,62980146.9,8103,6701,3809,2024-02-20 21:10:35.136116
EW0XB,2023-12-31,33094098,3384,1036,8766,2024-02-20 21:10:35.136116
WB1CR,2023-12-31,53484044.4,1112,8517,2071,2024-02-20 21:10:35.136116
O3BYK,2023-12-31,81110866.5,2993,5963,4716,2024-02-20 21:10:35.136116
9OQWI,2023-12-31,36947254.5,4537,9535,4663,2024-02-20 21:10:35.136116
KGRKT,2023-12-31,39200481,7440,4782,3864,2024-02-20 21:10:35.136116
ZIUBV,2023-12-31,88239548.7,2153,9569,9205,2024-02-20 21:10:35.136116
IW7AP,2023-12-31,81191021.4,8151,2138,621,2024-02-20 21:10:35.136116
UESJQ,2023-12-31,11665799.1,6465,1023,6747,2024-02-20 21:10:35.136116
MHMXR,2023-12-31,45665648.1,7718,4366,3478,2024-02-20 21:10:35.136116
VGXML,2023-12-31,44130388.5,4088,25,7996,2024-02-20 21:10:35.136116
NMUDR,2023-12-31,43880393.7,7246,3699,4750,2024-02-20 21:10:35.136116
XUIXW,2023-12-31,34035005.7,8141,7474,5796,2024-02-20 21:10:35.136116
6HDCX,2023-12-31,49013204.4,7586,6397,8968,2024-02-20 21:10:35.136116
XVMXD,2023-12-31,16783738.2,3295,2039,5744,2024-02-20 21:10:35.136116
KQJ0Z,2023-12-31,53751756.6,3820,8963,478,2024-02-20 21:10:35.136116
SH9UT,2023-12-31,59005818,8490,803,299,2024-02-20 21:10:35.136116
ZWHUH,2023-12-31,64769868.9,5417,4348,9644,2024-02-20 21:10:35.136116
TWH5I,2023-12-31,37351545.3,3902,9092,4774,2024-02-20 21:10:35.136116
E9FNM,2023-12-31,16673276.7,4996,7746,200,2024-02-20 21:10:35.136116
JKVSS,2023-12-31,16350158.7,7598,9888,5934,2024-02-20 21:10:35.136116
WQLWH,2023-12-31,15443095.5,6856,4839,4334,2024-02-20 21:10:35.136116
EZWNM,2023-12-31,47330842.5,4372,5782,637,2024-02-20 21:10:35.136116
DK3K1,2023-12-31,5715000,1502,5314,5493,2024-02-20 21:10:35.136116
LMGTE,2023-12-31,89738482.5,7150,9798,4112,2024-02-20 21:10:35.136116
2OWKF,2023-12-31,59168852.1,9523,1327,3323,2024-02-20 21:10:35.136116
PUVMR,2023-12-31,44900617.5,5846,6592,8790,2024-02-20 21:10:35.136116
XBQ1D,2023-12-31,88134754.5,6688,8222,2705,2024-02-20 21:10:35.136116
I4GKT,2023-12-31,7008401.7,8043,1641,9769,2024-02-20 21:10:35.136116
MEVP0,2023-12-31,66716800.2,2597,9432,6489,2024-02-20 21:10:35.136116
GHCIJ,2023-12-31,41880634.2,7428,3341,6215,2024-02-20 21:10:35.136116
SPER9,2023-12-31,4311369,4444,4950,7243,2024-02-20 21:10:35.136116
YJSLT,2023-12-31,13980600.9,8879,9010,3058,2024-02-20 21:10:35.136116
XPKYR,2023-12-31,18703850.4,5091,5878,1097,2024-02-20 21:10:35.136116
XYRPP,2023-12-31,62210748.6,2757,4082,5344,2024-02-20 21:10:35.136116
L8WHO,2023-12-31,38080694.7,5771,755,7132,2024-02-20 21:10:35.136116
MRMZJ,2023-12-31,31977356.4,2799,9134,8994,2024-02-20 21:10:35.136116
PNHQS,2023-12-31,23367879.9,6194,5841,3341,2024-02-20 21:10:35.136116
WBXBQ,2023-12-31,64972803.6,6435,4874,4785,2024-02-20 21:10:35.136116
1RPWM,2023-12-31,21442636.8,8761,6957,4936,2024-02-20 21:10:35.136116
DZYLB,2023-12-31,4664770.2,8739,6400,6177,2024-02-20 21:10:35.136116
Z6RLQ,2023-12-31,12778097.4,2627,6738,3322,2024-02-20 21:10:35.136116
SEYJB,2023-12-31,26879298.3,1106,8761,1880,2024-02-20 21:10:35.136116
YMBSN,2023-12-31,39988483.2,2474,6536,631,2024-02-20 21:10:35.136116
JQC5I,2023-12-31,63814314.6,2307,9523,299,2024-02-20 21:10:35.136116
RZKWO,2023-12-31,34302043.8,3453,3452,534,2024-02-20 21:10:35.136116
NDZKI,2023-12-31,84854100.6,2313,7379,6314,2024-02-20 21:10:35.136116
LUIJI,2023-12-31,21731041.8,5538,3098,3430,2024-02-20 21:10:35.136116
KS2VO,2023-12-31,50975023.5,2681,3380,8185,2024-02-20 21:10:35.136116
KPVK3,2023-12-31,65868966,4682,2775,1398,2024-02-20 21:10:35.136116
UYLHX,2023-12-31,18642220.2,3187,7675,6483,2024-02-20 21:10:35.136116
YAURK,2023-12-31,55275457.5,1560,1818,3499,2024-02-20 21:10:35.136116
V0CZM,2023-12-31,60042105.9,8563,8781,6491,2024-02-20 21:10:35.136116
6C3EV,2023-12-31,82187793,1242,3934,7580,2024-02-20 21:10:35.136116
XB9SH,2023-12-31,60911349.3,4588,1600,8101,2024-02-20 21:10:35.136116
ADKLM,2023-12-31,19424512.8,2278,6347,1328,2024-02-20 21:10:35.136116
JUJJ8,2023-12-31,17356785.3,5076,2518,3016,2024-02-20 21:10:35.136116
EQ1FK,2023-12-31,81726820.2,5591,4955,1738,2024-02-20 21:10:35.136116
LY6B9,2023-12-31,89365273.2,8637,374,6243,2024-02-20 21:10:35.136116
KVHG3,2023-12-31,45554115.6,7594,2194,7727,2024-02-20 21:10:35.136116
V0QYW,2023-12-31,25774677.9,2449,4563,1157,2024-02-20 21:10:35.136116
FK70I,2023-12-31,7504629.3,2774,1916,6612,2024-02-20 21:10:35.136116
RMY81,2023-12-31,71810298.9,6988,2969,4525,2024-02-20 21:10:35.136116
ELSBE,2023-12-31,38402334,8326,1087,9245,2024-02-20 21:10:35.136116
CX3SX,2023-12-31,29171122.2,8460,6099,891,2024-02-20 21:10:35.136116
LDYW3,2023-12-31,25641603.9,7645,2261,9260,2024-02-20 21:10:35.136116
V8QCS,2023-12-31,40118400.9,3379,375,5966,2024-02-20 21:10:35.136116
OUPJQ,2023-12-31,55905654.6,9448,7100,5902,2024-02-20 21:10:35.136116
KREGA,2023-12-31,1179235.8,5034,680,7595,2024-02-20 21:10:35.136116
RPO1W,2023-12-31,83942108.1,3450,7796,4704,2024-02-20 21:10:35.136116
IWAFB,2023-12-31,4727781.9,5981,2540,6028,2024-02-20 21:10:35.136116
QBJYP,2023-12-31,81371394.9,8402,9713,77,2024-02-20 21:10:35.136116
FDAVI,2023-12-31,4063570.2,3692,3837,3336,2024-02-20 21:10:35.136116
FIO5W,2023-12-31,51627509.1,5567,8759,3906,2024-02-20 21:10:35.136116
UMYV8,2023-12-31,76716589.5,8396,4133,5486,2024-02-20 21:10:35.136116
EVNKH,2023-12-31,52785249.3,9265,4590,9115,2024-02-20 21:10:35.136116
E2PMJ,2023-12-31,24573033.9,5465,3935,9777,2024-02-20 21:10:35.136116
J3YKB,2023-12-31,54153750.6,3111,1177,3995,2024-02-20 21:10:35.136116
O1XXQ,2023-12-31,27701065.8,9609,2774,9142,2024-02-20 21:10:35.136116
UAAAV,2023-12-31,30186811.8,6468,2823,8931,2024-02-20 21:10:35.136116
MJEBP,2023-12-31,72824310.9,3052,2174,6050,2024-02-20 21:10:35.136116
FDWFF,2023-12-31,43988656.5,5323,685,6280,2024-02-20 21:10:35.136116
9CRCA,2023-12-31,68825763,8639,2189,9234,2024-02-20 21:10:35.136116
IOKOW,2023-12-31,67932489.6,1363,6184,7594,2024-02-20 21:10:35.136116
XSHWW,2023-12-31,37742157,5558,7671,3117,2024-02-20 21:10:35.136116
04WPR,2023-12-31,21631172.4,8204,9394,3838,2024-02-20 21:10:35.136116
OWEJT,2023-12-31,47479690.8,5203,7701,6591,2024-02-20 21:10:35.136116
IY1VO,2023-12-31,16015577.4,6437,4653,6306,2024-02-20 21:10:35.136116
KE5DQ,2023-12-31,8759643.3,9830,6283,6782,2024-02-20 21:10:35.136116
OXLXA,2023-12-31,56239901.1,1121,8428,3037,2024-02-20 21:10:35.136116
758AT,2023-12-31,44419419,8972,5985,1301,2024-02-20 21:10:35.136116
9BSTR,2023-12-31,6380003.7,8576,3641,9643,2024-02-20 21:10:35.136116
JAFJR,2023-12-31,58797612.9,5496,8669,9942,2024-02-20 21:10:35.136116
5IGGJ,2023-12-31,88351039.8,9609,6964,6610,2024-02-20 21:10:35.136116
S0TQF,2023-12-31,40974577.2,2929,732,4854,2024-02-20 21:10:35.136116
RE6HI,2023-12-31,59095000.8,6725,153,676,2024-02-20 21:10:35.136116
TWGFU,2023-12-31,21130659.9,3532,1789,6689,2024-02-20 21:10:35.136116
SG3XC,2023-12-31,45652101.3,3189,7317,7998,2024-02-20 21:10:35.136116
SPU6S,2023-12-31,5103909.9,2573,7810,1039,2024-02-20 21:10:35.136116
ODT5A,2023-12-31,19298643.3,8034,2784,7490,2024-02-20 21:10:35.136116
W5HFS,2023-12-31,17868369.6,9547,4412,2831,2024-02-20 21:10:35.136116
DENOU,2023-12-31,71252395.2,3887,2121,5039,2024-02-20 21:10:35.136116
KKCVR,2023-12-31,89367606.9,2512,3,2767,2024-02-20 21:10:35.136116
CHIRG,2023-12-31,3451396.5,8413,1200,7887,2024-02-20 21:10:35.136116
