internal_id,aum_date,aum,contributions,active_members,deferred_members,created_at
5JSFI,2023-11-30,7063745.94,2065,6840,7207,2023-12-20 21:10:35.136116
EYRFC,2023-11-30,79052291.01,1488,6118,477,2023-12-20 21:10:35.136116
GYVS2,2023-11-30,29412152.19,7976,668,4472,2023-12-20 21:10:35.136116
XHMMX,2023-11-30,36009788.49,6773,4584,89,2023-12-20 21:10:35.136116
QOLYP,2023-11-30,25014535.83,6124,981,5823,2023-12-20 21:10:35.136116
THKUB,2023-11-30,80362893.69,2523,7707,3821,2023-12-20 21:10:35.136116
CA431,2023-11-30,54449342.91,1570,1143,1277,2023-12-20 21:10:35.136116
ZELSD,2023-11-30,71109665.91,6109,8306,6693,2023-12-20 21:10:35.136116
3OWZD,2023-11-30,56691222.03,5839,1494,8604,2023-12-20 21:10:35.136116
TLAKW,2023-11-30,45844821.45,2775,8339,7822,2023-12-20 21:10:35.136116
OOPKG,2023-11-30,41160486.96,3022,9110,836,2023-12-20 21:10:35.136116
IWLSF,2023-11-30,42835268.88,4328,9756,7029,2023-12-20 21:10:35.136116
J7AM5,2023-11-30,73740686.85,9311,4882,3001,2023-12-20 21:10:35.136116
HAAA2,2023-11-30,1053174.15,9406,3123,613,2023-12-20 21:10:35.136116
RDCDP,2023-11-30,51754847.94,3919,5162,466,2023-12-20 21:10:35.136116
AZH2W,2023-11-30,6496745.94,1541,5054,8246,2023-12-20 21:10:35.136116
5P1BN,2023-11-30,43958377.62,6638,6322,1390,2023-12-20 21:10:35.136116
SNKOM,2023-11-30,70742971.62,9921,3769,1157,2023-12-20 21:10:35.136116
VIRDB,2023-11-30,10047254.58,4408,6294,3546,2023-12-20 21:10:35.136116
0WJWT,2023-11-30,33454009.26,1798,9820,9339,2023-12-20 21:10:35.136116
N0PPG,2023-11-30,70660405.08,2394,3695,9722,2023-12-20 21:10:35.136116
ADTOL,2023-11-30,39299200.11,8100,1324,80,2023-12-20 21:10:35.136116
PSFYP,2023-11-30,64947299.31,7414,7466,8531,2023-12-20 21:10:35.136116
WJ79T,2023-11-30,71852134.59,6848,3974,4647,2023-12-20 21:10:35.136116
5ZZ3V,2023-11-30,25889753.79,5710,9066,1276,2023-12-20 21:10:35.136116
W5ZRI,2023-11-30,65729949.66,6344,8799,4895,2023-12-20 21:10:35.136116
ZRU3X,2023-11-30,28890386.64,6330,2138,9752,2023-12-20 21:10:35.136116
RVMN4,2023-11-30,49630869.18,1964,9957,6399,2023-12-20 21:10:35.136116
2ASHP,2023-11-30,15062009.94,5080,260,3409,2023-12-20 21:10:35.136116
JGQAA,2023-11-30,58982056.74,8237,3931,2505,2023-12-20 21:10:35.136116
S4QDP,2023-11-30,22447242.45,1463,5385,3437,2023-12-20 21:10:35.136116
MPWHK,2023-11-30,69324564.42,6826,9613,1073,2023-12-20 21:10:35.136116
76TLZ,2023-11-30,53628454.08,7798,7473,4564,2023-12-20 21:10:35.136116
MBIBR,2023-11-30,24230283.3,8183,3379,9307,2023-12-20 21:10:35.136116
DTL75,2023-11-30,58096331.46,8981,1109,3128,2023-12-20 21:10:35.136116
2UQPR,2023-11-30,31064189.31,1151,9656,7732,2023-12-20 21:10:35.136116
RRYQX,2023-11-30,69715267.11,9143,3119,3457,2023-12-20 21:10:35.136116
KBMDU,2023-11-30,39783901.68,8295,6774,3981,2023-12-20 21:10:35.136116
XTRUY,2023-11-30,57714168.6,4010,8266,9043,2023-12-20 21:10:35.136116
WL5VV,2023-11-30,1851583.86,5935,9981,200,2023-12-20 21:10:35.136116
ETYIU,2023-11-30,28411162.29,8598,210,8177,2023-12-20 21:10:35.136116
CXYH0,2023-11-30,73042126.65,1707,3872,8322,2023-12-20 21:10:35.136116
VQZRK,2023-11-30,5119191.9,7173,7085,6799,2023-12-20 21:10:35.136116
T3B03,2023-11-30,39437958.78,7796,4172,8815,2023-12-20 21:10:35.136116
1AY2E,2023-11-30,1622354.67,6486,1468,5484,2023-12-20 21:10:35.136116
EDGVH,2023-11-30,13764975.57,3087,3194,2926,2023-12-20 21:10:35.136116
LEGED,2023-11-30,25922501.28,7718,4098,3636,2023-12-20 21:10:35.136116
PDIPM,2023-11-30,67157649.99,2012,989,7246,2023-12-20 21:10:35.136116
A7GTY,2023-11-30,26836443.72,2601,6830,7129,2023-12-20 21:10:35.136116
ZPFGD,2023-11-30,24601072.95,3295,6267,8870,2023-12-20 21:10:35.136116
8FYMY,2023-11-30,3701618.19,5284,3812,3135,2023-12-20 21:10:35.136116
S2J3G,2023-11-30,27376959.96,8986,2985,1972,2023-12-20 21:10:35.136116
IJTWL,2023-11-30,16353925.92,1555,7363,9689,2023-12-20 21:10:35.136116
QOZML,2023-11-30,63110523.87,7562,843,1249,2023-12-20 21:10:35.136116
CYYZ1,2023-11-30,34978437.36,8526,8467,9014,2023-12-20 21:10:35.136116
RNJNB,2023-11-30,73394578.71,8139,677,7143,2023-12-20 21:10:35.136116
CDZI0,2023-11-30,11168139.87,4130,133,3631,2023-12-20 21:10:35.136116
K6D8Q,2023-11-30,19144584.09,3457,3602,1405,2023-12-20 21:10:35.136116
EYSZM,2023-11-30,71556923.61,3722,3358,769,2023-12-20 21:10:35.136116
REF6Z,2023-11-30,22624962.12,3144,5574,2879,2023-12-20 21:10:35.136116
VTU2N,2023-11-30,76751661.78,2098,2222,7457,2023-12-20 21:10:35.136116
BXLEL,2023-11-30,46496620.35,2829,5978,7207,2023-12-20 21:10:35.136116
T2SUK,2023-11-30,46229076.54,9649,6510,1368,2023-12-20 21:10:35.136116
LQUNB,2023-11-30,44934533.73,3893,5812,2383,2023-12-20 21:10:35.136116
BL1TF,2023-11-30,55699068.42,7041,2417,1136,2023-12-20 21:10:35.136116
YVYJQ,2023-11-30,52012463.58,5257,9835,4837,2023-12-20 21:10:35.136116
GDXBJ,2023-11-30,74587127.94,7758,7924,111,2023-12-20 21:10:35.136116
G3UNP,2023-11-30,65343320.46,3489,3815,533,2023-12-20 21:10:35.136116
I8DTN,2023-11-30,35053878.33,8491,7853,7210,2023-12-20 21:10:35.136116
JNSUP,2023-11-30,18384605.64,5250,7008,4577,2023-12-20 21:10:35.136116
IYQXS,2023-11-30,62593457.94,4867,5028,8897,2023-12-20 21:10:35.136116
YEQKR,2023-11-30,78745496.22,9208,8183,7079,2023-12-20 21:10:35.136116
WHKGD,2023-11-30,45277565.49,8486,4303,6088,2023-12-20 21:10:35.136116
6RYVJ,2023-11-30,53848436.31,1714,9213,2677,2023-12-20 21:10:35.136116
TJLWB,2023-11-30,74430588.96,5805,1216,523,2023-12-20 21:10:35.136116
HZ8NO,2023-11-30,17319162.42,1871,1288,5946,2023-12-20 21:10:35.136116
TDAY3,2023-11-30,66106484.64,2074,7069,6801,2023-12-20 21:10:35.136116
VKLAX,2023-11-30,80170871.04,7006,7769,940,2023-12-20 21:10:35.136116
VSJIR,2023-11-30,66486424.86,9938,7177,3156,2023-12-20 21:10:35.136116
JJPGD,2023-11-30,70072068.87,7215,7976,4901,2023-12-20 21:10:35.136116
2WPOT,2023-11-30,36248366.7,8216,6410,4870,2023-12-20 21:10:35.136116
MSRJN,2023-11-30,4045129.47,1588,5407,1798,2023-12-20 21:10:35.136116
YTWPV,2023-11-30,4124279.43,5857,1614,8527,2023-12-20 21:10:35.136116
LTAZI,2023-11-30,43233646.32,7454,5964,6392,2023-12-20 21:10:35.136116
A7B7Y,2023-11-30,28470486.69,9420,4648,5208,2023-12-20 21:10:35.136116
JPJJD,2023-11-30,30928366.08,6416,7716,8715,2023-12-20 21:10:35.136116
XUORV,2023-11-30,51531098.4,6483,2434,1824,2023-12-20 21:10:35.136116
JDTA4,2023-11-30,40757971.23,3444,9935,5225,2023-12-20 21:10:35.136116
OCWCM,2023-11-30,49245687.45,7172,90,4265,2023-12-20 21:10:35.136116
QN15P,2023-11-30,7121008.89,1781,3001,1240,2023-12-20 21:10:35.136116
MQ7FH,2023-11-30,29692408.14,3196,3085,3848,2023-12-20 21:10:35.136116
EWSOY,2023-11-30,31197034.17,5972,827,4966,2023-12-20 21:10:35.136116
H2MZN,2023-11-30,13103647.83,8935,8061,1839,2023-12-20 21:10:35.136116
9CXV7,2023-11-30,74753102.61,8046,9896,562,2023-12-20 21:10:35.136116
QHNFZ,2023-11-30,74621961.18,5181,4461,3400,2023-12-20 21:10:35.136116
IZCV5,2023-11-30,45541085.22,7526,2876,4590,2023-12-20 21:10:35.136116
UQ8WF,2023-11-30,18655150.5,2704,5132,362,2023-12-20 21:10:35.136116
9R1VW,2023-11-30,14041140.21,6312,9400,5229,2023-12-20 21:10:35.136116
JGQS4,2023-11-30,68926746.69,6960,4288,8254,2023-12-20 21:10:35.136116
I7GT9,2023-11-30,36725544.18,6284,6721,4130,2023-12-20 21:10:35.136116
HZFIX,2023-11-30,34823908.8,5346,1870,650,2023-12-20 21:10:35.136116
SLGZN,2023-11-30,68978906.64,9091,8697,7198,2023-12-20 21:10:35.136116
SUPXY,2023-11-30,38881875.96,1773,9187,5713,2023-12-20 21:10:35.136116
R4LPE,2023-11-30,5194282.14,2677,7068,1907,2023-12-20 21:10:35.136116
3X0ID,2023-11-30,996107.22,1257,2976,1299,2023-12-20 21:10:35.136116
M2W8A,2023-11-30,13273578.54,2282,4045,3224,2023-12-20 21:10:35.136116
XJHAJ,2023-11-30,71209338.84,9354,9377,7718,2023-12-20 21:10:35.136116
VEHAK,2023-11-30,46242279.54,1896,7285,3344,2023-12-20 21:10:35.136116
O5XNF,2023-11-30,2340993.15,8570,9653,727,2023-12-20 21:10:35.136116
81HVS,2023-11-30,78179417.19,7731,8372,987,2023-12-20 21:10:35.136116
1JAUD,2023-11-30,79068108.69,9635,103,4018,2023-12-20 21:10:35.136116
0ON8Z,2023-11-30,67176596.7,2494,1101,7937,2023-12-20 21:10:35.136116
USDVO,2023-11-30,68470427.52,8997,1850,7584,2023-12-20 21:10:35.136116
TN92T,2023-11-30,73575427.41,8979,627,9271,2023-12-20 21:10:35.136116
EXDBP,2023-11-30,5086956.33,5926,4389,2435,2023-12-20 21:10:35.136116
QFY7Y,2023-11-30,8899693.56,3406,6197,5603,2023-12-20 21:10:35.136116
ZBEQK,2023-11-30,78194474.28,2237,3316,7694,2023-12-20 21:10:35.136116
YGHJL,2023-11-30,43060857.93,5548,8820,408,2023-12-20 21:10:35.136116
EJYIM,2023-11-30,59035575.06,7032,7696,4485,2023-12-20 21:10:35.136116
MOLH9,2023-11-30,5313868.92,9688,3747,6871,2023-12-20 21:10:35.136116
NLIJI,2023-11-30,60053887.62,8169,5141,5434,2023-12-20 21:10:35.136116
RNZSU,2023-11-30,6024310.2,1369,9306,6127,2023-12-20 21:10:35.136116
H45B5,2023-11-30,7312018.23,3142,6739,1116,2023-12-20 21:10:35.136116
3KWXC,2023-11-30,11757887.91,5412,5810,1945,2023-12-20 21:10:35.136116
SD8U8,2023-11-30,16822356.21,8848,1046,3957,2023-12-20 21:10:35.136116
GNVNO,2023-11-30,34218104.13,8544,6990,1501,2023-12-20 21:10:35.136116
BDZ2K,2023-11-30,19546131.06,6134,6007,8565,2023-12-20 21:10:35.136116
N7CE9,2023-11-30,64587350.7,5613,6074,985,2023-12-20 21:10:35.136116
XQWMN,2023-11-30,66767745.15,7981,6060,9850,2023-12-20 21:10:35.136116
EL6FI,2023-11-30,62246453.13,6629,9018,6711,2023-12-20 21:10:35.136116
BS7CY,2023-11-30,44491958.64,7473,4383,5196,2023-12-20 21:10:35.136116
0LNIT,2023-11-30,32572516.23,1425,8441,9685,2023-12-20 21:10:35.136116
B34QA,2023-11-30,68976638.64,5794,7440,2253,2023-12-20 21:10:35.136116
J6D89,2023-11-30,16344261,3523,2128,7496,2023-12-20 21:10:35.136116
MPPYS,2023-11-30,43158872.79,8941,7029,8095,2023-12-20 21:10:35.136116
CORPT,2023-11-30,11737333.35,5668,4941,8928,2023-12-20 21:10:35.136116
ODEHH,2023-11-30,24263247.87,7094,8282,5730,2023-12-20 21:10:35.136116
KBMVZ,2023-11-30,65825554.77,8934,167,3014,2023-12-20 21:10:35.136116
L8KBK,2023-11-30,40874012.64,4636,7997,9059,2023-12-20 21:10:35.136116
52VVU,2023-11-30,8035485.93,4142,4499,6576,2023-12-20 21:10:35.136116
7RGTO,2023-11-30,284914.26,4551,2887,9482,2023-12-20 21:10:35.136116
GW5DS,2023-11-30,3026927.07,2810,2250,668,2023-12-20 21:10:35.136116
IRFSW,2023-11-30,11722477.95,9278,10,8775,2023-12-20 21:10:35.136116
GT6P7,2023-11-30,74912969.88,4702,2487,7464,2023-12-20 21:10:35.136116
4ALNE,2023-11-30,23941613.88,4064,4336,165,2023-12-20 21:10:35.136116
ZIBTC,2023-11-30,17847744.12,6131,8583,1497,2023-12-20 21:10:35.136116
QQ7IW,2023-11-30,4861782.81,6924,949,5106,2023-12-20 21:10:35.136116
CI718,2023-11-30,34028053.02,4501,3913,8410,2023-12-20 21:10:35.136116
TO2ZE,2023-11-30,70950554.37,1925,9973,9797,2023-12-20 21:10:35.136116
9KSQY,2023-11-30,65990433.51,2376,8781,8337,2023-12-20 21:10:35.136116
PMOZM,2023-11-30,5420106.9,9812,5794,1927,2023-12-20 21:10:35.136116
LYU9H,2023-11-30,37676795.22,4737,9752,8595,2023-12-20 21:10:35.136116
CPHQF,2023-11-30,39432425.67,6005,3411,4029,2023-12-20 21:10:35.136116
KUU8N,2023-11-30,13341938.49,5274,5645,1276,2023-12-20 21:10:35.136116
N1HHW,2023-11-30,35018723.52,4209,6505,6480,2023-12-20 21:10:35.136116
EFTLV,2023-11-30,74865635.91,9534,7862,4274,2023-12-20 21:10:35.136116
D0QMK,2023-11-30,8113633.92,3168,3863,8504,2023-12-20 21:10:35.136116
WLBTD,2023-11-30,22125536.37,7438,798,7075,2023-12-20 21:10:35.136116
4AUUX,2023-11-30,56682132.21,8103,6701,3809,2023-12-20 21:10:35.136116
EW0XB,2023-11-30,29784688.2,3384,1036,8766,2023-12-20 21:10:35.136116
WB1CR,2023-11-30,48135639.96,1112,8517,2071,2023-12-20 21:10:35.136116
O3BYK,2023-11-30,72999779.85,2993,5963,4716,2023-12-20 21:10:35.136116
9OQWI,2023-11-30,33252529.05,4537,9535,4663,2023-12-20 21:10:35.136116
KGRKT,2023-11-30,35280432.9,7440,4782,3864,2023-12-20 21:10:35.136116
ZIUBV,2023-11-30,79415593.83,2153,9569,9205,2023-12-20 21:10:35.136116
IW7AP,2023-11-30,73071919.26,8151,2138,621,2023-12-20 21:10:35.136116
UESJQ,2023-11-30,10499219.19,6465,1023,6747,2023-12-20 21:10:35.136116
MHMXR,2023-11-30,41099083.29,7718,4366,3478,2023-12-20 21:10:35.136116
VGXML,2023-11-30,39717349.65,4088,25,7996,2023-12-20 21:10:35.136116
NMUDR,2023-11-30,39492354.33,7246,3699,4750,2023-12-20 21:10:35.136116
XUIXW,2023-11-30,30631505.13,8141,7474,5796,2023-12-20 21:10:35.136116
6HDCX,2023-11-30,44111883.96,7586,6397,8968,2023-12-20 21:10:35.136116
XVMXD,2023-11-30,15105364.38,3295,2039,5744,2023-12-20 21:10:35.136116
KQJ0Z,2023-11-30,48376580.94,3820,8963,478,2023-12-20 21:10:35.136116
SH9UT,2023-11-30,53105236.2,8490,803,299,2023-12-20 21:10:35.136116
ZWHUH,2023-11-30,58292882.01,5417,4348,9644,2023-12-20 21:10:35.136116
TWH5I,2023-11-30,33616390.77,3902,9092,4774,2023-12-20 21:10:35.136116
E9FNM,2023-11-30,15005949.03,4996,7746,200,2023-12-20 21:10:35.136116
JKVSS,2023-11-30,14715142.83,7598,9888,5934,2023-12-20 21:10:35.136116
WQLWH,2023-11-30,13898785.95,6856,4839,4334,2023-12-20 21:10:35.136116
EZWNM,2023-11-30,42597758.25,4372,5782,637,2023-12-20 21:10:35.136116
DK3K1,2023-11-30,5143500,1502,5314,5493,2023-12-20 21:10:35.136116
LMGTE,2023-11-30,80764634.25,7150,9798,4112,2023-12-20 21:10:35.136116
2OWKF,2023-11-30,53251966.89,9523,1327,3323,2023-12-20 21:10:35.136116
PUVMR,2023-11-30,40410555.75,5846,6592,8790,2023-12-20 21:10:35.136116
XBQ1D,2023-11-30,79321279.05,6688,8222,2705,2023-12-20 21:10:35.136116
I4GKT,2023-11-30,6307561.53,8043,1641,9769,2023-12-20 21:10:35.136116
MEVP0,2023-11-30,60045120.18,2597,9432,6489,2023-12-20 21:10:35.136116
GHCIJ,2023-11-30,37692570.78,7428,3341,6215,2023-12-20 21:10:35.136116
SPER9,2023-11-30,3880232.1,4444,4950,7243,2023-12-20 21:10:35.136116
YJSLT,2023-11-30,12582540.81,8879,9010,3058,2023-12-20 21:10:35.136116
XPKYR,2023-11-30,16833465.36,5091,5878,1097,2023-12-20 21:10:35.136116
XYRPP,2023-11-30,55989673.74,2757,4082,5344,2023-12-20 21:10:35.136116
L8WHO,2023-11-30,34272625.23,5771,755,7132,2023-12-20 21:10:35.136116
MRMZJ,2023-11-30,28779620.76,2799,9134,8994,2023-12-20 21:10:35.136116
PNHQS,2023-11-30,21031091.91,6194,5841,3341,2023-12-20 21:10:35.136116
WBXBQ,2023-11-30,58475523.24,6435,4874,4785,2023-12-20 21:10:35.136116
1RPWM,2023-11-30,19298373.12,8761,6957,4936,2023-12-20 21:10:35.136116
DZYLB,2023-11-30,4198293.18,8739,6400,6177,2023-12-20 21:10:35.136116
Z6RLQ,2023-11-30,11500287.66,2627,6738,3322,2023-12-20 21:10:35.136116
SEYJB,2023-11-30,24191368.47,1106,8761,1880,2023-12-20 21:10:35.136116
YMBSN,2023-11-30,35989634.88,2474,6536,631,2023-12-20 21:10:35.136116
JQC5I,2023-11-30,57432883.14,2307,9523,299,2023-12-20 21:10:35.136116
RZKWO,2023-11-30,30871839.42,3453,3452,534,2023-12-20 21:10:35.136116
NDZKI,2023-11-30,76368690.54,2313,7379,6314,2023-12-20 21:10:35.136116
LUIJI,2023-11-30,19557937.62,5538,3098,3430,2023-12-20 21:10:35.136116
KS2VO,2023-11-30,45877521.15,2681,3380,8185,2023-12-20 21:10:35.136116
KPVK3,2023-11-30,59282069.4,4682,2775,1398,2023-12-20 21:10:35.136116
UYLHX,2023-11-30,16777998.18,3187,7675,6483,2023-12-20 21:10:35.136116
YAURK,2023-11-30,49747911.75,1560,1818,3499,2023-12-20 21:10:35.136116
V0CZM,2023-11-30,54037895.31,8563,8781,6491,2023-12-20 21:10:35.136116
6C3EV,2023-11-30,73969013.7,1242,3934,7580,2023-12-20 21:10:35.136116
XB9SH,2023-11-30,54820214.37,4588,1600,8101,2023-12-20 21:10:35.136116
ADKLM,2023-11-30,17482061.52,2278,6347,1328,2023-12-20 21:10:35.136116
JUJJ8,2023-11-30,15621106.77,5076,2518,3016,2023-12-20 21:10:35.136116
EQ1FK,2023-11-30,73554138.18,5591,4955,1738,2023-12-20 21:10:35.136116
LY6B9,2023-11-30,80428745.88,8637,374,6243,2023-12-20 21:10:35.136116
KVHG3,2023-11-30,40998704.04,7594,2194,7727,2023-12-20 21:10:35.136116
V0QYW,2023-11-30,23197210.11,2449,4563,1157,2023-12-20 21:10:35.136116
FK70I,2023-11-30,6754166.37,2774,1916,6612,2023-12-20 21:10:35.136116
RMY81,2023-11-30,64629269.01,6988,2969,4525,2023-12-20 21:10:35.136116
ELSBE,2023-11-30,34562100.6,8326,1087,9245,2023-12-20 21:10:35.136116
CX3SX,2023-11-30,26254009.98,8460,6099,891,2023-12-20 21:10:35.136116
LDYW3,2023-11-30,23077443.51,7645,2261,9260,2023-12-20 21:10:35.136116
V8QCS,2023-11-30,36106560.81,3379,375,5966,2023-12-20 21:10:35.136116
OUPJQ,2023-11-30,50315089.14,9448,7100,5902,2023-12-20 21:10:35.136116
KREGA,2023-11-30,1061312.22,5034,680,7595,2023-12-20 21:10:35.136116
RPO1W,2023-11-30,75547897.29,3450,7796,4704,2023-12-20 21:10:35.136116
IWAFB,2023-11-30,4255003.71,5981,2540,6028,2023-12-20 21:10:35.136116
QBJYP,2023-11-30,73234255.41,8402,9713,77,2023-12-20 21:10:35.136116
FDAVI,2023-11-30,3657213.18,3692,3837,3336,2023-12-20 21:10:35.136116
FIO5W,2023-11-30,46464758.19,5567,8759,3906,2023-12-20 21:10:35.136116
UMYV8,2023-11-30,69044930.55,8396,4133,5486,2023-12-20 21:10:35.136116
EVNKH,2023-11-30,47506724.37,9265,4590,9115,2023-12-20 21:10:35.136116
E2PMJ,2023-11-30,22115730.51,5465,3935,9777,2023-12-20 21:10:35.136116
J3YKB,2023-11-30,48738375.54,3111,1177,3995,2023-12-20 21:10:35.136116
O1XXQ,2023-11-30,24930959.22,9609,2774,9142,2023-12-20 21:10:35.136116
UAAAV,2023-11-30,27168130.62,6468,2823,8931,2023-12-20 21:10:35.136116
MJEBP,2023-11-30,65541879.81,3052,2174,6050,2023-12-20 21:10:35.136116
FDWFF,2023-11-30,39589790.85,5323,685,6280,2023-12-20 21:10:35.136116
9CRCA,2023-11-30,61943186.7,8639,2189,9234,2023-12-20 21:10:35.136116
IOKOW,2023-11-30,61139240.64,1363,6184,7594,2023-12-20 21:10:35.136116
XSHWW,2023-11-30,33967941.3,5558,7671,3117,2023-12-20 21:10:35.136116
04WPR,2023-11-30,19468055.16,8204,9394,3838,2023-12-20 21:10:35.136116
OWEJT,2023-11-30,42731721.72,5203,7701,6591,2023-12-20 21:10:35.136116
IY1VO,2023-11-30,14414019.66,6437,4653,6306,2023-12-20 21:10:35.136116
KE5DQ,2023-11-30,7883678.97,9830,6283,6782,2023-12-20 21:10:35.136116
OXLXA,2023-11-30,50615910.99,1121,8428,3037,2023-12-20 21:10:35.136116
758AT,2023-11-30,39977477.1,8972,5985,1301,2023-12-20 21:10:35.136116
9BSTR,2023-11-30,5742003.33,8576,3641,9643,2023-12-20 21:10:35.136116
JAFJR,2023-11-30,52917851.61,5496,8669,9942,2023-12-20 21:10:35.136116
5IGGJ,2023-11-30,79515935.82,9609,6964,6610,2023-12-20 21:10:35.136116
S0TQF,2023-11-30,36877119.48,2929,732,4854,2023-12-20 21:10:35.136116
RE6HI,2023-11-30,53185500.72,6725,153,676,2023-12-20 21:10:35.136116
TWGFU,2023-11-30,19017593.91,3532,1789,6689,2023-12-20 21:10:35.136116
SG3XC,2023-11-30,41086891.17,3189,7317,7998,2023-12-20 21:10:35.136116
SPU6S,2023-11-30,4593518.91,2573,7810,1039,2023-12-20 21:10:35.136116
ODT5A,2023-11-30,17368778.97,8034,2784,7490,2023-12-20 21:10:35.136116
W5HFS,2023-11-30,16081532.64,9547,4412,2831,2023-12-20 21:10:35.136116
DENOU,2023-11-30,64127155.68,3887,2121,5039,2023-12-20 21:10:35.136116
KKCVR,2023-11-30,80430846.21,2512,3,2767,2023-12-20 21:10:35.136116
