internal_id,aum_date,aum,contributions,active_members,deferred_members,created_at
66CEN,2023-10-30,57188528.577,6082,8212,6336,2023-11-20 21:10:35.136116
H3RZC,2023-10-30,53838056.241,1054,5809,653,2023-11-20 21:10:35.136116
NU0X7,2023-10-30,49478278.302,1040,5203,9441,2023-11-20 21:10:35.136116
SOFNA,2023-10-30,14532717.06,7216,3911,7579,2023-11-20 21:10:35.136116
DYCEA,2023-10-30,30515996.133,3193,7407,1784,2023-11-20 21:10:35.136116
FS6QB,2023-10-30,54198671.4,2938,1116,9622,2023-11-20 21:10:35.136116
CUA1P,2023-10-30,923242.779,5705,4201,2524,2023-11-20 21:10:35.136116
3S7RG,2023-10-30,48406512.708,1360,2328,9527,2023-11-20 21:10:35.136116
NDWON,2023-10-30,10120271.787,6795,5634,4179,2023-11-20 21:10:35.136116
ZZLYB,2023-10-30,12482938.917,5194,2651,6443,2023-11-20 21:10:35.136116
MBQHK,2023-10-30,41705678.844,5232,5917,5123,2023-11-20 21:10:35.136116
1BGY0,2023-10-30,62815070.862,1349,295,9865,2023-11-20 21:10:35.136116
DESVO,2023-10-30,6121368.531,4781,2155,533,2023-11-20 21:10:35.136116
WX82Z,2023-10-30,15714783.27,2858,8018,2089,2023-11-20 21:10:35.136116
0MDF4,2023-10-30,55638356.733,1844,3075,8399,2023-11-20 21:10:35.136116
QJ8EI,2023-10-30,23350104.009,8396,7931,6688,2023-11-20 21:10:35.136116
5TF7X,2023-10-30,44898580.746,7150,244,5338,2023-11-20 21:10:35.136116
YNUL4,2023-10-30,37153774.413,3680,8298,8788,2023-11-20 21:10:35.136116
MMTXE,2023-10-30,2431837.566,2865,3832,5914,2023-11-20 21:10:35.136116
8JJ9U,2023-10-30,16955948.781,8250,1244,6785,2023-11-20 21:10:35.136116
FLUU0,2023-10-30,48866098.365,8582,5071,9106,2023-11-20 21:10:35.136116
XP0U9,2023-10-30,21806517.222,5331,8862,6944,2023-11-20 21:10:35.136116
KVS5P,2023-10-30,4241404.377,9336,1768,6413,2023-11-20 21:10:35.136116
5JSFI,2023-10-30,6357371.346,2065,6840,7207,2023-11-20 21:10:35.136116
EYRFC,2023-10-30,71147061.909,1488,6118,477,2023-11-20 21:10:35.136116
GYVS2,2023-10-30,26470936.971,7976,668,4472,2023-11-20 21:10:35.136116
XHMMX,2023-10-30,32408809.641,6773,4584,89,2023-11-20 21:10:35.136116
QOLYP,2023-10-30,22513082.247,6124,981,5823,2023-11-20 21:10:35.136116
THKUB,2023-10-30,72326604.321,2523,7707,3821,2023-11-20 21:10:35.136116
CA431,2023-10-30,49004408.619,1570,1143,1277,2023-11-20 21:10:35.136116
ZELSD,2023-10-30,63998699.319,6109,8306,6693,2023-11-20 21:10:35.136116
3OWZD,2023-10-30,51022099.827,5839,1494,8604,2023-11-20 21:10:35.136116
TLAKW,2023-10-30,41260339.305,2775,8339,7822,2023-11-20 21:10:35.136116
OOPKG,2023-10-30,37044438.264,3022,9110,836,2023-11-20 21:10:35.136116
IWLSF,2023-10-30,38551741.992,4328,9756,7029,2023-11-20 21:10:35.136116
J7AM5,2023-10-30,66366618.165,9311,4882,3001,2023-11-20 21:10:35.136116
HAAA2,2023-10-30,947856.735,9406,3123,613,2023-11-20 21:10:35.136116
RDCDP,2023-10-30,46579363.146,3919,5162,466,2023-11-20 21:10:35.136116
AZH2W,2023-10-30,5847071.346,1541,5054,8246,2023-11-20 21:10:35.136116
5P1BN,2023-10-30,39562539.858,6638,6322,1390,2023-11-20 21:10:35.136116
SNKOM,2023-10-30,63668674.458,9921,3769,1157,2023-11-20 21:10:35.136116
VIRDB,2023-10-30,9042529.122,4408,6294,3546,2023-11-20 21:10:35.136116
0WJWT,2023-10-30,30108608.334,1798,9820,9339,2023-11-20 21:10:35.136116
N0PPG,2023-10-30,63594364.572,2394,3695,9722,2023-11-20 21:10:35.136116
ADTOL,2023-10-30,35369280.099,8100,1324,80,2023-11-20 21:10:35.136116
PSFYP,2023-10-30,58452569.379,7414,7466,8531,2023-11-20 21:10:35.136116
WJ79T,2023-10-30,64666921.131,6848,3974,4647,2023-11-20 21:10:35.136116
5ZZ3V,2023-10-30,23300778.411,5710,9066,1276,2023-11-20 21:10:35.136116
W5ZRI,2023-10-30,59156954.694,6344,8799,4895,2023-11-20 21:10:35.136116
ZRU3X,2023-10-30,26001347.976,6330,2138,9752,2023-11-20 21:10:35.136116
RVMN4,2023-10-30,44667782.262,1964,9957,6399,2023-11-20 21:10:35.136116
2ASHP,2023-10-30,13555808.946,5080,260,3409,2023-11-20 21:10:35.136116
JGQAA,2023-10-30,53083851.066,8237,3931,2505,2023-11-20 21:10:35.136116
S4QDP,2023-10-30,20202518.205,1463,5385,3437,2023-11-20 21:10:35.136116
MPWHK,2023-10-30,62392107.978,6826,9613,1073,2023-11-20 21:10:35.136116
76TLZ,2023-10-30,48265608.672,7798,7473,4564,2023-11-20 21:10:35.136116
MBIBR,2023-10-30,21807254.97,8183,3379,9307,2023-11-20 21:10:35.136116
DTL75,2023-10-30,52286698.314,8981,1109,3128,2023-11-20 21:10:35.136116
2UQPR,2023-10-30,27957770.379,1151,9656,7732,2023-11-20 21:10:35.136116
RRYQX,2023-10-30,62743740.399,9143,3119,3457,2023-11-20 21:10:35.136116
KBMDU,2023-10-30,35805511.512,8295,6774,3981,2023-11-20 21:10:35.136116
XTRUY,2023-10-30,51942751.74,4010,8266,9043,2023-11-20 21:10:35.136116
WL5VV,2023-10-30,1666425.474,5935,9981,200,2023-11-20 21:10:35.136116
ETYIU,2023-10-30,25570046.061,8598,210,8177,2023-11-20 21:10:35.136116
CXYH0,2023-10-30,65737913.985,1707,3872,8322,2023-11-20 21:10:35.136116
VQZRK,2023-10-30,4607272.71,7173,7085,6799,2023-11-20 21:10:35.136116
T3B03,2023-10-30,35494162.902,7796,4172,8815,2023-11-20 21:10:35.136116
1AY2E,2023-10-30,1460119.203,6486,1468,5484,2023-11-20 21:10:35.136116
EDGVH,2023-10-30,12388478.013,3087,3194,2926,2023-11-20 21:10:35.136116
LEGED,2023-10-30,23330251.152,7718,4098,3636,2023-11-20 21:10:35.136116
PDIPM,2023-10-30,60441884.991,2012,989,7246,2023-11-20 21:10:35.136116
A7GTY,2023-10-30,24152799.348,2601,6830,7129,2023-11-20 21:10:35.136116
ZPFGD,2023-10-30,22140965.655,3295,6267,8870,2023-11-20 21:10:35.136116
8FYMY,2023-10-30,3331456.371,5284,3812,3135,2023-11-20 21:10:35.136116
S2J3G,2023-10-30,24639263.964,8986,2985,1972,2023-11-20 21:10:35.136116
IJTWL,2023-10-30,14718533.328,1555,7363,9689,2023-11-20 21:10:35.136116
QOZML,2023-10-30,56799471.483,7562,843,1249,2023-11-20 21:10:35.136116
CYYZ1,2023-10-30,31480593.624,8526,8467,9014,2023-11-20 21:10:35.136116
RNJNB,2023-10-30,66055120.839,8139,677,7143,2023-11-20 21:10:35.136116
CDZI0,2023-10-30,10051325.883,4130,133,3631,2023-11-20 21:10:35.136116
K6D8Q,2023-10-30,17230125.681,3457,3602,1405,2023-11-20 21:10:35.136116
EYSZM,2023-10-30,64401231.249,3722,3358,769,2023-11-20 21:10:35.136116
REF6Z,2023-10-30,20362465.908,3144,5574,2879,2023-11-20 21:10:35.136116
VTU2N,2023-10-30,69076495.602,2098,2222,7457,2023-11-20 21:10:35.136116
BXLEL,2023-10-30,41846958.315,2829,5978,7207,2023-11-20 21:10:35.136116
T2SUK,2023-10-30,41606168.886,9649,6510,1368,2023-11-20 21:10:35.136116
LQUNB,2023-10-30,40441080.357,3893,5812,2383,2023-11-20 21:10:35.136116
BL1TF,2023-10-30,50129161.578,7041,2417,1136,2023-11-20 21:10:35.136116
YVYJQ,2023-10-30,46811217.222,5257,9835,4837,2023-11-20 21:10:35.136116
GDXBJ,2023-10-30,67128415.146,7758,7924,111,2023-11-20 21:10:35.136116
G3UNP,2023-10-30,58808988.414,3489,3815,533,2023-11-20 21:10:35.136116
I8DTN,2023-10-30,31548490.497,8491,7853,7210,2023-11-20 21:10:35.136116
JNSUP,2023-10-30,16546145.076,5250,7008,4577,2023-11-20 21:10:35.136116
IYQXS,2023-10-30,56334112.146,4867,5028,8897,2023-11-20 21:10:35.136116
YEQKR,2023-10-30,70870946.598,9208,8183,7079,2023-11-20 21:10:35.136116
WHKGD,2023-10-30,40749808.941,8486,4303,6088,2023-11-20 21:10:35.136116
6RYVJ,2023-10-30,48463592.679,1714,9213,2677,2023-11-20 21:10:35.136116
TJLWB,2023-10-30,66987530.064,5805,1216,523,2023-11-20 21:10:35.136116
HZ8NO,2023-10-30,15587246.178,1871,1288,5946,2023-11-20 21:10:35.136116
TDAY3,2023-10-30,59495836.176,2074,7069,6801,2023-11-20 21:10:35.136116
VKLAX,2023-10-30,72153783.936,7006,7769,940,2023-11-20 21:10:35.136116
VSJIR,2023-10-30,59837782.374,9938,7177,3156,2023-11-20 21:10:35.136116
JJPGD,2023-10-30,63064861.983,7215,7976,4901,2023-11-20 21:10:35.136116
2WPOT,2023-10-30,32623530.03,8216,6410,4870,2023-11-20 21:10:35.136116
MSRJN,2023-10-30,3640616.523,1588,5407,1798,2023-11-20 21:10:35.136116
YTWPV,2023-10-30,3711851.487,5857,1614,8527,2023-11-20 21:10:35.136116
LTAZI,2023-10-30,38910281.688,7454,5964,6392,2023-11-20 21:10:35.136116
A7B7Y,2023-10-30,25623438.021,9420,4648,5208,2023-11-20 21:10:35.136116
JPJJD,2023-10-30,27835529.472,6416,7716,8715,2023-11-20 21:10:35.136116
XUORV,2023-10-30,46377988.56,6483,2434,1824,2023-11-20 21:10:35.136116
JDTA4,2023-10-30,36682174.107,3444,9935,5225,2023-11-20 21:10:35.136116
OCWCM,2023-10-30,44321118.705,7172,90,4265,2023-11-20 21:10:35.136116
QN15P,2023-10-30,6408908.001,1781,3001,1240,2023-11-20 21:10:35.136116
MQ7FH,2023-10-30,26723167.326,3196,3085,3848,2023-11-20 21:10:35.136116
EWSOY,2023-10-30,28077330.753,5972,827,4966,2023-11-20 21:10:35.136116
H2MZN,2023-10-30,11793283.047,8935,8061,1839,2023-11-20 21:10:35.136116
9CXV7,2023-10-30,67277792.349,8046,9896,562,2023-11-20 21:10:35.136116
QHNFZ,2023-10-30,67159765.062,5181,4461,3400,2023-11-20 21:10:35.136116
IZCV5,2023-10-30,40986976.698,7526,2876,4590,2023-11-20 21:10:35.136116
UQ8WF,2023-10-30,16789635.45,2704,5132,362,2023-11-20 21:10:35.136116
9R1VW,2023-10-30,12637026.189,6312,9400,5229,2023-11-20 21:10:35.136116
JGQS4,2023-10-30,62034072.021,6960,4288,8254,2023-11-20 21:10:35.136116
I7GT9,2023-10-30,33052989.762,6284,6721,4130,2023-11-20 21:10:35.136116
HZFIX,2023-10-30,31341517.92,5346,1870,650,2023-11-20 21:10:35.136116
SLGZN,2023-10-30,62081015.976,9091,8697,7198,2023-11-20 21:10:35.136116
SUPXY,2023-10-30,34993688.364,1773,9187,5713,2023-11-20 21:10:35.136116
R4LPE,2023-10-30,4674853.926,2677,7068,1907,2023-11-20 21:10:35.136116
3X0ID,2023-10-30,896496.498,1257,2976,1299,2023-11-20 21:10:35.136116
M2W8A,2023-10-30,11946220.686,2282,4045,3224,2023-11-20 21:10:35.136116
XJHAJ,2023-10-30,64088404.956,9354,9377,7718,2023-11-20 21:10:35.136116
VEHAK,2023-10-30,41618051.586,1896,7285,3344,2023-11-20 21:10:35.136116
O5XNF,2023-10-30,2106893.835,8570,9653,727,2023-11-20 21:10:35.136116
81HVS,2023-10-30,70361475.471,7731,8372,987,2023-11-20 21:10:35.136116
1JAUD,2023-10-30,71161297.821,9635,103,4018,2023-11-20 21:10:35.136116
0ON8Z,2023-10-30,60458937.03,2494,1101,7937,2023-11-20 21:10:35.136116
USDVO,2023-10-30,61623384.768,8997,1850,7584,2023-11-20 21:10:35.136116
TN92T,2023-10-30,66217884.669,8979,627,9271,2023-11-20 21:10:35.136116
EXDBP,2023-10-30,4578260.697,5926,4389,2435,2023-11-20 21:10:35.136116
QFY7Y,2023-10-30,8009724.204,3406,6197,5603,2023-11-20 21:10:35.136116
ZBEQK,2023-10-30,70375026.852,2237,3316,7694,2023-11-20 21:10:35.136116
YGHJL,2023-10-30,38754772.137,5548,8820,408,2023-11-20 21:10:35.136116
EJYIM,2023-10-30,53132017.554,7032,7696,4485,2023-11-20 21:10:35.136116
MOLH9,2023-10-30,4782482.028,9688,3747,6871,2023-11-20 21:10:35.136116
NLIJI,2023-10-30,54048498.858,8169,5141,5434,2023-11-20 21:10:35.136116
RNZSU,2023-10-30,5421879.18,1369,9306,6127,2023-11-20 21:10:35.136116
H45B5,2023-10-30,6580816.407,3142,6739,1116,2023-11-20 21:10:35.136116
3KWXC,2023-10-30,10582099.119,5412,5810,1945,2023-11-20 21:10:35.136116
SD8U8,2023-10-30,15140120.589,8848,1046,3957,2023-11-20 21:10:35.136116
GNVNO,2023-10-30,30796293.717,8544,6990,1501,2023-11-20 21:10:35.136116
BDZ2K,2023-10-30,17591517.954,6134,6007,8565,2023-11-20 21:10:35.136116
N7CE9,2023-10-30,58128615.63,5613,6074,985,2023-11-20 21:10:35.136116
XQWMN,2023-10-30,60090970.635,7981,6060,9850,2023-11-20 21:10:35.136116
EL6FI,2023-10-30,56021807.817,6629,9018,6711,2023-11-20 21:10:35.136116
BS7CY,2023-10-30,40042762.776,7473,4383,5196,2023-11-20 21:10:35.136116
0LNIT,2023-10-30,29315264.607,1425,8441,9685,2023-11-20 21:10:35.136116
B34QA,2023-10-30,62078974.776,5794,7440,2253,2023-11-20 21:10:35.136116
J6D89,2023-10-30,14709834.9,3523,2128,7496,2023-11-20 21:10:35.136116
MPPYS,2023-10-30,38842985.511,8941,7029,8095,2023-11-20 21:10:35.136116
CORPT,2023-10-30,10563600.015,5668,4941,8928,2023-11-20 21:10:35.136116
ODEHH,2023-10-30,21836923.083,7094,8282,5730,2023-11-20 21:10:35.136116
KBMVZ,2023-10-30,59242999.293,8934,167,3014,2023-11-20 21:10:35.136116
L8KBK,2023-10-30,36786611.376,4636,7997,9059,2023-11-20 21:10:35.136116
52VVU,2023-10-30,7231937.337,4142,4499,6576,2023-11-20 21:10:35.136116
7RGTO,2023-10-30,256422.834,4551,2887,9482,2023-11-20 21:10:35.136116
GW5DS,2023-10-30,2724234.363,2810,2250,668,2023-11-20 21:10:35.136116
IRFSW,2023-10-30,10550230.155,9278,10,8775,2023-11-20 21:10:35.136116
GT6P7,2023-10-30,67421672.892,4702,2487,7464,2023-11-20 21:10:35.136116
4ALNE,2023-10-30,21547452.492,4064,4336,165,2023-11-20 21:10:35.136116
ZIBTC,2023-10-30,16062969.708,6131,8583,1497,2023-11-20 21:10:35.136116
QQ7IW,2023-10-30,4375604.529,6924,949,5106,2023-11-20 21:10:35.136116
CI718,2023-10-30,30625247.718,4501,3913,8410,2023-11-20 21:10:35.136116
TO2ZE,2023-10-30,63855498.933,1925,9973,9797,2023-11-20 21:10:35.136116
9KSQY,2023-10-30,59391390.159,2376,8781,8337,2023-11-20 21:10:35.136116
PMOZM,2023-10-30,4878096.21,9812,5794,1927,2023-11-20 21:10:35.136116
LYU9H,2023-10-30,33909115.698,4737,9752,8595,2023-11-20 21:10:35.136116
CPHQF,2023-10-30,35489183.103,6005,3411,4029,2023-11-20 21:10:35.136116
KUU8N,2023-10-30,12007744.641,5274,5645,1276,2023-11-20 21:10:35.136116
N1HHW,2023-10-30,31516851.168,4209,6505,6480,2023-11-20 21:10:35.136116
EFTLV,2023-10-30,67379072.319,9534,7862,4274,2023-11-20 21:10:35.136116
D0QMK,2023-10-30,7302270.528,3168,3863,8504,2023-11-20 21:10:35.136116
WLBTD,2023-10-30,19912982.733,7438,798,7075,2023-11-20 21:10:35.136116
4AUUX,2023-10-30,51013918.989,8103,6701,3809,2023-11-20 21:10:35.136116
EW0XB,2023-10-30,26806219.38,3384,1036,8766,2023-11-20 21:10:35.136116
WB1CR,2023-10-30,43322075.964,1112,8517,2071,2023-11-20 21:10:35.136116
O3BYK,2023-10-30,65699801.865,2993,5963,4716,2023-11-20 21:10:35.136116
9OQWI,2023-10-30,29927276.145,4537,9535,4663,2023-11-20 21:10:35.136116
KGRKT,2023-10-30,31752389.61,7440,4782,3864,2023-11-20 21:10:35.136116
ZIUBV,2023-10-30,71474034.447,2153,9569,9205,2023-11-20 21:10:35.136116
IW7AP,2023-10-30,65764727.334,8151,2138,621,2023-11-20 21:10:35.136116
UESJQ,2023-10-30,9449297.271,6465,1023,6747,2023-11-20 21:10:35.136116
MHMXR,2023-10-30,36989174.961,7718,4366,3478,2023-11-20 21:10:35.136116
VGXML,2023-10-30,35745614.685,4088,25,7996,2023-11-20 21:10:35.136116
NMUDR,2023-10-30,35543118.897,7246,3699,4750,2023-11-20 21:10:35.136116
XUIXW,2023-10-30,27568354.617,8141,7474,5796,2023-11-20 21:10:35.136116
6HDCX,2023-10-30,39700695.564,7586,6397,8968,2023-11-20 21:10:35.136116
XVMXD,2023-10-30,13594827.942,3295,2039,5744,2023-11-20 21:10:35.136116
KQJ0Z,2023-10-30,43538922.846,3820,8963,478,2023-11-20 21:10:35.136116
SH9UT,2023-10-30,47794712.58,8490,803,299,2023-11-20 21:10:35.136116
ZWHUH,2023-10-30,52463593.809,5417,4348,9644,2023-11-20 21:10:35.136116
TWH5I,2023-10-30,30254751.693,3902,9092,4774,2023-11-20 21:10:35.136116
E9FNM,2023-10-30,13505354.127,4996,7746,200,2023-11-20 21:10:35.136116
JKVSS,2023-10-30,13243628.547,7598,9888,5934,2023-11-20 21:10:35.136116
WQLWH,2023-10-30,12508907.355,6856,4839,4334,2023-11-20 21:10:35.136116
EZWNM,2023-10-30,38337982.425,4372,5782,637,2023-11-20 21:10:35.136116
DK3K1,2023-10-30,4629150,1502,5314,5493,2023-11-20 21:10:35.136116
LMGTE,2023-10-30,72688170.825,7150,9798,4112,2023-11-20 21:10:35.136116
2OWKF,2023-10-30,47926770.201,9523,1327,3323,2023-11-20 21:10:35.136116
PUVMR,2023-10-30,36369500.175,5846,6592,8790,2023-11-20 21:10:35.136116
XBQ1D,2023-10-30,71389151.145,6688,8222,2705,2023-11-20 21:10:35.136116
I4GKT,2023-10-30,5676805.377,8043,1641,9769,2023-11-20 21:10:35.136116
MEVP0,2023-10-30,54040608.162,2597,9432,6489,2023-11-20 21:10:35.136116
GHCIJ,2023-10-30,33923313.702,7428,3341,6215,2023-11-20 21:10:35.136116
SPER9,2023-10-30,3492208.89,4444,4950,7243,2023-11-20 21:10:35.136116
YJSLT,2023-10-30,11324286.729,8879,9010,3058,2023-11-20 21:10:35.136116
XPKYR,2023-10-30,15150118.824,5091,5878,1097,2023-11-20 21:10:35.136116
XYRPP,2023-10-30,50390706.366,2757,4082,5344,2023-11-20 21:10:35.136116
L8WHO,2023-10-30,30845362.707,5771,755,7132,2023-11-20 21:10:35.136116
MRMZJ,2023-10-30,25901658.684,2799,9134,8994,2023-11-20 21:10:35.136116
PNHQS,2023-10-30,18927982.719,6194,5841,3341,2023-11-20 21:10:35.136116
WBXBQ,2023-10-30,52627970.916,6435,4874,4785,2023-11-20 21:10:35.136116
1RPWM,2023-10-30,17368535.808,8761,6957,4936,2023-11-20 21:10:35.136116
DZYLB,2023-10-30,3778463.862,8739,6400,6177,2023-11-20 21:10:35.136116
Z6RLQ,2023-10-30,10350258.894,2627,6738,3322,2023-11-20 21:10:35.136116
SEYJB,2023-10-30,21772231.623,1106,8761,1880,2023-11-20 21:10:35.136116
YMBSN,2023-10-30,32390671.392,2474,6536,631,2023-11-20 21:10:35.136116
JQC5I,2023-10-30,51689594.826,2307,9523,299,2023-11-20 21:10:35.136116
RZKWO,2023-10-30,27784655.478,3453,3452,534,2023-11-20 21:10:35.136116
NDZKI,2023-10-30,68731821.486,2313,7379,6314,2023-11-20 21:10:35.136116
LUIJI,2023-10-30,17602143.858,5538,3098,3430,2023-11-20 21:10:35.136116
KS2VO,2023-10-30,41289769.035,2681,3380,8185,2023-11-20 21:10:35.136116
KPVK3,2023-10-30,53353862.46,4682,2775,1398,2023-11-20 21:10:35.136116
UYLHX,2023-10-30,15100198.362,3187,7675,6483,2023-11-20 21:10:35.136116
YAURK,2023-10-30,44773120.575,1560,1818,3499,2023-11-20 21:10:35.136116
V0CZM,2023-10-30,48634105.779,8563,8781,6491,2023-11-20 21:10:35.136116
6C3EV,2023-10-30,66572112.33,1242,3934,7580,2023-11-20 21:10:35.136116
XB9SH,2023-10-30,49338192.933,4588,1600,8101,2023-11-20 21:10:35.136116
ADKLM,2023-10-30,15733855.368,2278,6347,1328,2023-11-20 21:10:35.136116
JUJJ8,2023-10-30,14058996.093,5076,2518,3016,2023-11-20 21:10:35.136116
EQ1FK,2023-10-30,66198724.362,5591,4955,1738,2023-11-20 21:10:35.136116
LY6B9,2023-10-30,72385871.292,8637,374,6243,2023-11-20 21:10:35.136116
KVHG3,2023-10-30,36898833.636,7594,2194,7727,2023-11-20 21:10:35.136116
V0QYW,2023-10-30,20877489.099,2449,4563,1157,2023-11-20 21:10:35.136116
FK70I,2023-10-30,6078749.733,2774,1916,6612,2023-11-20 21:10:35.136116
RMY81,2023-10-30,58166342.109,6988,2969,4525,2023-11-20 21:10:35.136116
ELSBE,2023-10-30,31105890.54,8326,1087,9245,2023-11-20 21:10:35.136116
CX3SX,2023-10-30,23628608.982,8460,6099,891,2023-11-20 21:10:35.136116
LDYW3,2023-10-30,20769699.159,7645,2261,9260,2023-11-20 21:10:35.136116
V8QCS,2023-10-30,32495904.729,3379,375,5966,2023-11-20 21:10:35.136116
OUPJQ,2023-10-30,45283580.226,9448,7100,5902,2023-11-20 21:10:35.136116
KREGA,2023-10-30,955180.998,5034,680,7595,2023-11-20 21:10:35.136116
RPO1W,2023-10-30,67993107.561,3450,7796,4704,2023-11-20 21:10:35.136116
IWAFB,2023-10-30,3829503.339,5981,2540,6028,2023-11-20 21:10:35.136116
QBJYP,2023-10-30,65910829.869,8402,9713,77,2023-11-20 21:10:35.136116
FDAVI,2023-10-30,3291491.862,3692,3837,3336,2023-11-20 21:10:35.136116
FIO5W,2023-10-30,41818282.371,5567,8759,3906,2023-11-20 21:10:35.136116
UMYV8,2023-10-30,62140437.495,8396,4133,5486,2023-11-20 21:10:35.136116
EVNKH,2023-10-30,42756051.933,9265,4590,9115,2023-11-20 21:10:35.136116
E2PMJ,2023-10-30,19904157.459,5465,3935,9777,2023-11-20 21:10:35.136116
J3YKB,2023-10-30,43864537.986,3111,1177,3995,2023-11-20 21:10:35.136116
O1XXQ,2023-10-30,22437863.298,9609,2774,9142,2023-11-20 21:10:35.136116
UAAAV,2023-10-30,24451317.558,6468,2823,8931,2023-11-20 21:10:35.136116
MJEBP,2023-10-30,58987691.829,3052,2174,6050,2023-11-20 21:10:35.136116
FDWFF,2023-10-30,35630811.765,5323,685,6280,2023-11-20 21:10:35.136116
9CRCA,2023-10-30,55748868.03,8639,2189,9234,2023-11-20 21:10:35.136116
IOKOW,2023-10-30,55025316.576,1363,6184,7594,2023-11-20 21:10:35.136116
XSHWW,2023-10-30,30571147.17,5558,7671,3117,2023-11-20 21:10:35.136116
04WPR,2023-10-30,17521249.644,8204,9394,3838,2023-11-20 21:10:35.136116
OWEJT,2023-10-30,38458549.548,5203,7701,6591,2023-11-20 21:10:35.136116
IY1VO,2023-10-30,12972617.694,6437,4653,6306,2023-11-20 21:10:35.136116
KE5DQ,2023-10-30,7095311.073,9830,6283,6782,2023-11-20 21:10:35.136116
OXLXA,2023-10-30,45554319.891,1121,8428,3037,2023-11-20 21:10:35.136116
758AT,2023-10-30,35979729.39,8972,5985,1301,2023-11-20 21:10:35.136116
9BSTR,2023-10-30,5167802.997,8576,3641,9643,2023-11-20 21:10:35.136116
JAFJR,2023-10-30,47626066.449,5496,8669,9942,2023-11-20 21:10:35.136116
5IGGJ,2023-10-30,71564342.238,9609,6964,6610,2023-11-20 21:10:35.136116
S0TQF,2023-10-30,33189407.532,2929,732,4854,2023-11-20 21:10:35.136116
RE6HI,2023-10-30,47866950.648,6725,153,676,2023-11-20 21:10:35.136116
TWGFU,2023-10-30,17115834.519,3532,1789,6689,2023-11-20 21:10:35.136116
SG3XC,2023-10-30,36978202.053,3189,7317,7998,2023-11-20 21:10:35.136116
SPU6S,2023-10-30,4134167.019,2573,7810,1039,2023-11-20 21:10:35.136116
ODT5A,2023-10-30,15631901.073,8034,2784,7490,2023-11-20 21:10:35.136116
W5HFS,2023-10-30,14473379.376,9547,4412,2831,2023-11-20 21:10:35.136116
DENOU,2023-10-30,57714440.112,3887,2121,5039,2023-11-20 21:10:35.136116
KKCVR,2023-10-30,72387761.589,2512,3,2767,2023-11-20 21:10:35.136116
